time_s,pending_tx,drain_s,vulnerable_drain_s,predicted_window_s,vulnerable_window_s,virtual
2016.0,2610,44.4744,44.4744,50.4744,50.4744,1874.264999999995
2028.0,3422,58.310880000000004,58.310880000000004,64.31088,64.31088,1873.824999999995
2040.0,4260,72.5904,72.5904,78.5904,78.5904,1873.384999999995
2052.0,4988,84.99552,84.99552,90.99552,90.99552,1872.944999999995
2064.0,4678,79.71312,79.71312,85.71312,85.71312,1872.5049999999949
2076.0,4351,74.14104,74.14104,80.14104,80.14104,1872.0649999999948
2088.0,4027,68.62008,68.62008,74.62008,74.62008,1885.9062499999948
2100.0,3716,63.320640000000004,63.320640000000004,69.32064,69.32064,1907.4662499999947
2112.0,3407,58.05528,58.05528,64.05528000000001,64.05528000000001,1929.0262499999947
2124.0,3103,52.87512,52.87512,58.87512,58.87512,1950.5862499999946
2136.0,2792,47.575680000000006,47.575680000000006,53.575680000000006,53.575680000000006,1972.1462499999946
2148.0,2454,41.81616,41.81616,47.81616,47.81616,1993.7062499999945
2160.0,2117,36.07368,36.07368,42.07368,42.07368,2015.2662499999944
2172.0,1794,30.569760000000002,30.569760000000002,36.56976,36.56976,2032.0449999999944
2184.0,1503,25.611120000000003,25.611120000000003,31.611120000000003,31.611120000000003,2039.3549999999943
2196.0,1203,20.49912,20.49912,26.49912,26.49912,2038.9149999999943
2208.0,878,14.961120000000001,14.961120000000001,20.96112,20.96112,2038.4749999999942
2220.0,565,9.627600000000001,9.627600000000001,15.627600000000001,15.627600000000001,2038.0349999999942
2232.0,263,4.481520000000001,4.481520000000001,10.48152,10.48152,2037.5949999999941
2244.0,40,0.6816000000000001,0.6816000000000001,6.6816,6.6816,2037.221874999994
2256.0,34,0.57936,0.57936,6.57936,6.57936,2036.983749999994
2268.0,145,2.4708,2.4708,8.4708,8.4708,2036.753124999994
2280.0,924,15.74496,15.74496,21.74496,21.74496,2036.313124999994
2292.0,1630,27.7752,27.7752,33.7752,33.7752,2035.873124999994
2304.0,1339,22.816560000000003,22.816560000000003,28.816560000000003,28.816560000000003,2035.4331249999939
2316.0,1000,17.040000000000003,17.040000000000003,23.040000000000003,23.040000000000003,2034.9931249999938
