arrival_rate,payload_bytes,legacy_fraction,block_interval_s,block_bytes,slots_per_block,duration_blocks,warmup_blocks,policy,seed,control_v,break_time_s,exposure_target,verify_budget_per_block,surge_multiplier,surge_enter,surge_leave,deadline_order,fixed_penalty,attack_rate,vulnerable_cap,pq_max_wait,commit_reveal,commit_bytes,trace_name,migration_budget,budget_margin,expired_last,legacy_commit_reveal,expired_order,backfill,builder_break_time_s,fee_tiers,fee_model,attack_fee,adopt_share,adopt_by_value,forger_fee,bump_at,adversary,throughput_tps,inclusion_ratio,at_risk_fraction,at_risk_fraction_legacy,at_risk_fraction_vuln,exposure_floor,window_mean_s,window_p95_s,window_legacy_mean_s,window_legacy_p95_s,window_vuln_mean_s,window_vuln_p95_s,window_vuln_p99_s,window_vuln_max_s,window_vuln_p95_cens_s,window_vuln_p99_cens_s,lost_fraction_vuln,lost_fraction_legacy,lost_fraction_norule_vuln,lost_fraction_norule_legacy,adopter_block_share,block_value_ratio,block_value_ratio_geo,mean_pending_tx,bytes_per_tx,verify_per_tx,generated,pending_measured_end,mean_offered_tps,inclusion_ratio_pq,latency_mean_s,commit_bytes_per_tx,attacker_included_tps,attacker_block_share,share_ecdsa,share_falcon,share_mldsa,share_hybrid,adv_feasible,adv_count_k1,adv_value116_k1,adv_value150_k1,adv_value200_k1,adv_count_k11,adv_value116_k11,adv_value150_k11,adv_value200_k11,adv_count_k100,adv_value116_k100,adv_value150_k100,adv_value200_k100,adv_count_k1000,adv_value116_k1000,adv_value150_k1000,adv_value200_k1000,experiment
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,7,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,51.12433333333333,0.9805956217073295,0.24980954027182925,0.24964742060336143,0.24980954027182925,0.0,71.35311430303932,417.0,71.48352495384941,425.0,71.35311430303932,417.0,807.0,1120.1999999999998,463.0,805.0,0.0,0.0,0.24980954027182925,0.24964742060336143,1.0,1.0,1.0,4077.6525999999903,355.0,1.0,312816,6070,52.136,,71.35311430303932,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,8,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,45.007333333333335,1.0,0.13457806875916517,0.1341594229702238,0.13457806875916517,0.0,25.724572291922804,139.0,25.752979471056047,139.0,25.724572291922804,139.0,263.0,444.5999999999998,139.0,263.0,0.0,0.0,0.13457806875916517,0.1341594229702238,1.0,1.0,1.0,1131.1685000000036,355.0,1.0,270044,0,45.007333333333335,,25.724572291922804,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,9,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,51.381166666666665,0.9875770826325821,0.22553863131825122,0.22501332764687068,0.22553863131825122,0.0,56.24238972126578,279.0,56.22346778192168,279.0,56.24238972126578,279.0,693.0,868.7999999999998,291.0,683.0,0.0,0.0,0.22553863131825122,0.22501332764687068,1.0,1.0,1.0,3219.163599999992,355.0,1.0,312165,3878,52.0275,,56.24238972126578,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,10,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,47.49133333333333,1.0,0.16474935777755942,0.16480299128717063,0.16474935777755942,0.0,41.40843732891605,213.0,41.45895798793598,213.0,41.40843732891605,213.0,561.0,735.0,213.0,561.0,0.0,0.0,0.16474935777755942,0.16480299128717063,1.0,1.0,1.0,2106.7761999999952,355.0,1.0,284948,0,47.49133333333333,,41.40843732891605,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,11,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,48.3135,0.9817156597128149,0.17832711336323484,0.17882393318842238,0.17832711336323484,0.0,44.01509515973805,257.0,44.41306332265287,259.0,44.01509515973805,257.0,599.0,702.5999999999999,255.0,597.0,0.0,0.0,0.17832711336323484,0.17882393318842238,1.0,1.0,1.0,2146.6399999999994,355.0,1.0,295280,5399,49.21333333333333,,44.01509515973805,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,12,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,48.75366666666667,1.0,0.18719617669782102,0.18519194777924863,0.18719617669782102,0.0,56.02174332186982,295.0,55.415684484410924,291.0,56.02174332186982,295.0,849.0,1061.4,295.0,849.0,0.0,0.0,0.18719617669782102,0.18519194777924863,1.0,1.0,1.0,2702.1355999999914,355.0,1.0,292522,0,48.75366666666667,,56.02174332186982,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,13,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,48.26683333333333,1.0,0.17457812645674567,0.17555312913050974,0.17457812645674567,0.0,36.921721955380185,205.0,37.06397333486584,205.0,36.921721955380185,205.0,415.0,546.6000000000004,205.0,415.0,0.0,0.0,0.17457812645674567,0.17555312913050974,1.0,1.0,1.0,1766.8647999999912,355.0,1.0,289601,0,48.26683333333333,,36.921721955380185,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,14,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,48.11083333333333,0.9986645955212056,0.170017147905011,0.16963045290358433,0.170017147905011,0.0,43.60277207143206,241.0,43.463635732147885,239.0,43.60277207143206,241.0,573.0,753.0,241.0,573.0,0.0,0.0,0.170017147905011,0.16963045290358433,1.0,1.0,1.0,2069.0910000000076,355.0,1.0,289051,386,48.17516666666667,,43.60277207143206,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,15,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,45.63183333333333,0.9893688139831535,0.11331074575215921,0.11412366521144986,0.11331074575215921,0.0,20.274892162269865,107.0,20.39442715389411,107.0,20.274892162269865,107.0,205.0,316.8000000000002,113.0,215.0,0.0,0.0,0.11331074575215921,0.11412366521144986,1.0,1.0,1.0,962.2982999999989,355.0,1.0,276733,2942,46.122166666666665,,20.274892162269865,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,16,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,46.346666666666664,0.9914927299565722,0.15200074333234462,0.15127208774494078,0.15200074333234462,0.0,36.38509134062148,213.0,35.983755471048454,209.0,36.38509134062148,213.0,479.0,669.0,211.0,477.0,0.0,0.0,0.15200074333234462,0.15127208774494078,1.0,1.0,1.0,1695.9180000000022,355.0,1.0,280466,2386,46.74433333333333,,36.38509134062148,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,17,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,49.785833333333336,0.9872624095660825,0.1948104782694979,0.196189381548119,0.1948104782694979,0.0,47.434204509314974,289.0,47.85181240490475,291.0,47.434204509314974,289.0,441.0,660.0,309.0,463.0,0.0,0.0,0.1948104782694979,0.196189381548119,1.0,1.0,1.0,2556.163799999996,355.0,1.0,302569,3854,50.42816666666667,,47.434204509314974,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,18,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,47.0355,1.0,0.1492170807156297,0.1495027194110499,0.1492170807156297,0.0,40.49049547682076,241.0,40.60367857859156,241.0,40.49049547682076,241.0,593.0,859.8000000000002,241.0,593.0,0.0,0.0,0.1492170807156297,0.1495027194110499,1.0,1.0,1.0,2051.4537,355.0,1.0,282213,0,47.0355,,40.49049547682076,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,19,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,51.782333333333334,0.9945104014288961,0.2199624067410378,0.22050570857253435,0.2199624067410378,0.0,63.93449052765724,363.0,63.70734051473958,355.0,63.93449052765724,363.0,739.0,1064.4,361.0,739.0,0.0,0.0,0.2199624067410378,0.22050570857253435,1.0,1.0,1.0,3374.35899999999,355.0,1.0,312409,1715,52.06816666666667,,63.93449052765724,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,20,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,51.83716666666667,0.9927417115388912,0.22827024436990895,0.22779668226286687,0.22827024436990895,0.0,69.3844596701851,427.0,69.26789705819309,423.0,69.3844596701851,427.0,981.0,1093.1999999999998,423.0,979.0,0.0,0.0,0.22827024436990895,0.22779668226286687,1.0,1.0,1.0,3643.334499999991,355.0,1.0,313297,2274,52.216166666666666,,69.3844596701851,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,21,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,45.64966666666667,0.9813580030168291,0.15541299292177732,0.15557057020824788,0.15541299292177732,0.0,31.210709826285772,169.0,31.447402976364117,169.0,31.210709826285772,169.0,379.0,534.0,165.0,377.0,0.0,0.0,0.15541299292177732,0.15557057020824788,1.0,1.0,1.0,1602.8007000000023,355.0,1.0,279101,5203,46.51683333333333,,31.210709826285772,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,22,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,54.43933333333333,0.9970360828675822,0.2173065643482086,0.21825404930656264,0.2173065643482086,0.0,58.12231903403184,305.0,58.158697565869296,305.0,58.12231903403184,305.0,781.0,857.9999999999998,305.0,781.0,0.0,0.0,0.2173065643482086,0.21825404930656264,1.0,1.0,1.0,3147.1464999999785,355.0,1.0,327607,971,54.601166666666664,,58.12231903403184,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,23,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,51.8855,0.9509050478639893,0.3018730444473019,0.30138791016881644,0.3018730444473019,0.0,100.84929508243945,583.0,101.70786114653842,585.0,100.84929508243945,583.0,1103.0,1362.6,649.0,1095.0,0.0,0.0,0.3018730444473019,0.30138791016881644,1.0,1.0,1.0,7022.765799999997,355.0,1.0,327386,16073,54.56433333333333,,100.84929508243945,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,24,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,48.60483333333333,0.9669172134598998,0.1894962659591996,0.18952211835918742,0.1894962659591996,0.0,40.76285143109896,203.0,40.84553015974333,203.0,40.76285143109896,203.0,589.0,708.6000000000004,269.0,607.0,0.0,0.0,0.1894962659591996,0.18952211835918742,1.0,1.0,1.0,2302.825300000005,355.0,1.0,301607,9978,50.267833333333336,,40.76285143109896,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,25,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,46.922666666666665,0.9935068601434137,0.1622536269374969,0.16239813046418106,0.1622536269374969,0.0,35.55904893157575,221.0,35.55291894012353,221.0,35.55904893157575,221.0,391.0,531.5999999999999,219.0,391.0,0.0,0.0,0.1622536269374969,0.16239813046418106,1.0,1.0,1.0,1661.3607000000052,355.0,1.0,283376,1840,47.22933333333334,,35.55904893157575,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,26,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,47.07983333333333,1.0,0.15644348783449388,0.1574204382842343,0.15644348783449388,0.0,33.31379677781356,169.0,33.495663280390765,169.0,33.31379677781356,169.0,415.0,626.4000000000005,169.0,415.0,0.0,0.0,0.15644348783449388,0.1574204382842343,1.0,1.0,1.0,1540.2950999999928,355.0,1.0,282479,0,47.07983333333333,,33.31379677781356,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,27,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,49.274,0.9914451952581365,0.1684868600069202,0.16780027565187186,0.1684868600069202,0.0,34.123825952835304,171.0,33.995378070660514,171.0,34.123825952835304,171.0,357.0,573.0,173.0,357.0,0.0,0.0,0.1684868600069202,0.16780027565187186,1.0,1.0,1.0,1695.8532999999968,355.0,1.0,298195,2551,49.69916666666666,,34.123825952835304,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,28,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,49.146,1.0,0.1894626894016468,0.18937204637405228,0.1894626894016468,0.0,39.433819639441545,227.0,39.4322510454561,227.0,39.433819639441545,227.0,371.0,507.59999999999945,227.0,371.0,0.0,0.0,0.1894626894016468,0.18937204637405228,1.0,1.0,1.0,1913.4598000000042,355.0,1.0,294876,0,49.146,,39.433819639441545,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,29,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,49.75983333333333,1.0,0.18390334908678016,0.18401039391597504,0.18390334908678016,0.0,38.05197833594025,207.0,37.968092470011484,207.0,38.05197833594025,207.0,355.0,515.9999999999998,207.0,355.0,0.0,0.0,0.18390334908678016,0.18401039391597504,1.0,1.0,1.0,2274.2670000000053,355.0,1.0,298559,0,49.75983333333333,,38.05197833594025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,6.0,125000.0,10,1100,100,ecdsa-fee,30,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,52.45733333333333,0.9911573537562351,0.2246959987890408,0.225,0.2246959987890408,0.0,49.11676473578534,281.0,49.009601569670146,281.0,49.11676473578534,281.0,491.0,600.0,281.0,489.0,0.0,0.0,0.2246959987890408,0.225,1.0,1.0,1.0,2614.500200000008,355.0,1.0,317552,2808,52.925333333333334,,49.11676473578534,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,12.0,250000.0,10,1100,100,ecdsa-only,1,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,52.8735,1.0,0.6956446360968475,0.6952208392416365,0.6956446360968475,0.0,148.07331271809173,473.0,148.19665353710383,475.0,148.07331271809173,473.0,537.0,567.6000000000004,473.0,537.0,0.0,0.0,0.6956446360968475,0.6952208392416365,1.0,1.0,1.0,7791.821899999997,355.0,1.0,634482,0,52.8735,,148.07331271809173,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,12.0,250000.0,10,1100,100,ecdsa-only,2,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,49.61366666666667,0.999382272565516,0.46762652763687423,0.4664000268129462,0.46762652763687423,0.0,73.19886321645241,207.0,73.14424247840998,207.0,73.19886321645241,207.0,253.0,289.2000000000007,207.0,253.0,0.0,0.0,0.46762652763687423,0.4664000268129462,1.0,1.0,1.0,3581.136399999999,355.0,1.0,595732,368,49.644333333333336,,73.19886321645241,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,12.0,250000.0,10,1100,100,ecdsa-only,3,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,50.90116666666667,0.9949488121319726,0.6405190450775522,0.6405173402982302,0.6405190450775522,0.0,179.61930538592753,609.0,179.73051750422155,611.0,179.61930538592753,609.0,703.0,739.2000000000007,609.0,703.0,0.0,0.0,0.6405190450775522,0.6405173402982302,1.0,1.0,1.0,9103.127999999995,355.0,1.0,613915,3101,51.15958333333333,,179.61930538592753,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,12.0,250000.0,10,1100,100,ecdsa-only,4,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,48.760416666666664,0.9540288919324333,0.5286751717369971,0.5306372615785259,0.5286751717369971,0.0,93.20237624439208,341.0,93.44711747178448,339.0,93.20237624439208,341.0,419.0,446.39999999999964,359.0,421.0,0.0,0.0,0.5286751717369971,0.5306372615785259,1.0,1.0,1.0,5064.138899999991,355.0,1.0,613320,28195,51.11,,93.20237624439208,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,12.0,250000.0,10,1100,100,ecdsa-only,5,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,53.32625,1.0,0.7462834907761187,0.7465119189138459,0.7462834907761187,0.0,206.49722791308173,495.0,206.69346805981343,495.0,206.49722791308173,495.0,541.0,568.8000000000011,495.0,541.0,0.0,0.0,0.7462834907761187,0.7465119189138459,1.0,1.0,1.0,10947.731299999998,355.0,1.0,639915,0,53.32625,,206.49722791308173,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,12.0,250000.0,10,1100,100,ecdsa-only,6,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,50.96308333333333,0.9823198900032768,0.5567291207445506,0.5573970017371909,0.5567291207445506,0.0,96.35199204653084,279.0,96.53813635399138,279.0,96.35199204653084,279.0,329.0,363.59999999999945,279.0,329.0,0.0,0.0,0.5567291207445506,0.5573970017371909,1.0,1.0,1.0,4926.466100000018,355.0,1.0,622564,11007,51.88033333333333,,96.35199204653084,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,12.0,250000.0,10,1100,100,ecdsa-only,7,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,48.57366666666667,0.9878268061084589,0.35576718523754297,0.35621144419144796,0.35576718523754297,0.0,53.75402515766451,153.0,53.76837239561042,153.0,53.75402515766451,153.0,221.0,255.60000000000036,153.0,221.0,0.0,0.0,0.35576718523754297,0.35621144419144796,1.0,1.0,1.0,2576.7103999999954,355.0,1.0,590067,7183,49.17225,,53.75402515766451,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,12.0,250000.0,10,1100,100,ecdsa-only,8,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,43.65375,0.9972225606505947,0.3043839303610801,0.30248304124826597,0.3043839303610801,0.0,48.98406666093996,167.0,48.843434767668306,167.0,48.98406666093996,167.0,215.0,276.0,167.0,215.0,0.0,0.0,0.3043839303610801,0.30248304124826597,1.0,1.0,1.0,2270.0416999999975,355.0,1.0,525304,1459,43.775333333333336,,48.98406666093996,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,12.0,250000.0,10,1100,100,ecdsa-only,9,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,50.30583333333333,1.0,0.5417363791475475,0.5420960164782209,0.5417363791475475,0.0,105.96347077045402,313.0,105.81821306031182,311.0,105.96347077045402,313.0,395.0,434.39999999999964,313.0,395.0,0.0,0.0,0.5417363791475475,0.5420960164782209,1.0,1.0,1.0,5617.853299999983,355.0,1.0,603670,0,50.30583333333333,,105.96347077045402,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,12.0,250000.0,10,1100,100,ecdsa-only,10,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,49.148,1.0,0.3143922438349475,0.3146280199810622,0.3143922438349475,0.0,52.33411532514044,165.0,52.39075337222943,165.0,52.33411532514044,165.0,279.0,313.1999999999989,165.0,279.0,0.0,0.0,0.3143922438349475,0.3146280199810622,1.0,1.0,1.0,2536.198100000008,355.0,1.0,589776,0,49.148,,52.33411532514044,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,12.0,250000.0,10,1100,100,ecdsa-only,11,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,50.77375,0.9852014028914828,0.5254084985872453,0.5244964719240855,0.5254084985872453,0.0,80.4235101799647,217.0,80.3248322734799,217.0,80.4235101799647,217.0,271.0,294.0,217.0,271.0,0.0,0.0,0.5254084985872453,0.5244964719240855,1.0,1.0,1.0,4090.7864000000122,355.0,1.0,618437,9152,51.53641666666667,,80.4235101799647,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,12.0,250000.0,10,1100,100,ecdsa-only,12,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,48.42908333333333,1.0,0.43489363313022994,0.43657991286402204,0.43489363313022994,0.0,67.81361268796822,221.0,67.9587434074752,221.0,67.81361268796822,221.0,309.0,348.0,221.0,309.0,0.0,0.0,0.43489363313022994,0.43657991286402204,1.0,1.0,1.0,3231.2072999999764,355.0,1.0,581149,0,48.42908333333333,,67.81361268796822,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
32.0,250,0.3,12.0,250000.0,10,1100,100,ecdsa-only,13,8.0,60.0,0.02,40000.0,4.0,0.05,0.22,True,400.0,0.0,1.0,inf,False,100.0,,True,0.9,True,False,oldest,False,0.0,0,iid,iid,1.0,,False,0.5,False,47.72858333333333,0.9893386766623771,0.33628238817974443,0.33778284976542056,0.33628238817974443,0.0,49.77745899993548,141.0,49.87144366892333,143.0,49.77745899993548,141.0,219.0,253.19999999999982,141.0,219.0,0.0,0.0,0.33628238817974443,0.33778284976542056,1.0,1.0,1.0,2368.8383999999987,355.0,1.0,578915,6172,48.242916666666666,,49.77745899993548,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,chain
